task_id,City,T_clear,E_clear,T_dark,E_dark,Delta_T,Delta_E,latitude,hdd,cdd,ghi,t_ave,C_Total_GJ,C_Day_GJ,C_Night_GJ,H_Total_GJ,H_Day_GJ,H_Night_GJ,Total_HVAC_GJ,Annual_DNI_kWhm2,Annual_DHI_kWhm2,t_avg,t_min,t_max,avg_rh,avg_ws,shgc_clear,shgc_dark,Delta_SHGC,Ave_SHGC
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.4_ec0.6_td0.3_ed0.7,USA_FL_Orlando.Executive.AP.722053_TMY,0.4,0.6,0.3,0.7,0.1,0.1,28.55,411.1,4405.2,1715.3,21.95,310.615,206.0475,104.5675,11.2372,2.9768,8.2604,321.8522,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.495226,0.413018,0.082208,0.454122
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.8_ec0.6_td0.7_ed0.9,USA_FL_Orlando.Executive.AP.722053_TMY,0.8,0.6,0.7,0.9,0.1,0.3,28.55,411.1,4405.2,1715.3,21.95,353.4416,235.2429,118.1987,8.7707,2.317,6.4536,362.2123,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.818839,0.734382,0.084457,0.7766105
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.7_ec0.2_td0.2_ed0.6,USA_FL_Orlando.Executive.AP.722053_TMY,0.7,0.2,0.2,0.6,0.5,0.4,28.55,411.1,4405.2,1715.3,21.95,302.707,201.1167,101.5902,9.7948,2.5167,7.278,312.5018,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.741935,0.33689,0.405045,0.5394125
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.4_ec0.4_td0.3_ed0.5,USA_FL_Orlando.Executive.AP.722053_TMY,0.4,0.4,0.3,0.5,0.1,0.1,28.55,411.1,4405.2,1715.3,21.95,314.9535,209.4575,105.4959,10.7513,2.8357,7.9156,325.7048,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.501529,0.420223,0.081306,0.460876
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.6_ec0.8_td0.2_ed0.8,USA_FL_Orlando.Executive.AP.722053_TMY,0.6,0.8,0.2,0.8,0.4,0,28.55,411.1,4405.2,1715.3,21.95,298.284,197.5662,100.7179,11.1806,2.9101,8.2705,309.4646,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.652613,0.329176,0.323437,0.4908945
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.8_ec0.6_td0.3_ed0.6,USA_FL_Orlando.Executive.AP.722053_TMY,0.8,0.6,0.3,0.6,0.5,0,28.55,411.1,4405.2,1715.3,21.95,313.0341,207.9398,105.0943,9.825,2.5443,7.2807,322.8591,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.818839,0.415561,0.403278,0.6172
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.5_ec0.5_td0.2_ed0.7,USA_FL_Orlando.Executive.AP.722053_TMY,0.5,0.5,0.2,0.7,0.3,0.2,28.55,411.1,4405.2,1715.3,21.95,300.2487,199.1469,101.1018,11.0171,2.876,8.141,311.2658,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.577491,0.332617,0.244874,0.455054
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.6_ec0.4_td0.4_ed0.7,USA_FL_Orlando.Executive.AP.722053_TMY,0.6,0.4,0.4,0.7,0.2,0.3,28.55,411.1,4405.2,1715.3,21.95,321.5467,213.4128,108.1339,9.8393,2.5824,7.2568,331.386,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.659248,0.492892,0.166356,0.57607
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.7_ec0.2_td0.5_ed0.5,USA_FL_Orlando.Executive.AP.722053_TMY,0.7,0.2,0.5,0.5,0.2,0.3,28.55,411.1,4405.2,1715.3,21.95,335.9784,223.4048,112.5736,8.8713,2.3272,6.5441,344.8497,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.741935,0.577491,0.164444,0.659713
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.1_ec0.2_td0.1_ed0.7,USA_FL_Orlando.Executive.AP.722053_TMY,0.1,0.2,0.1,0.7,0,0.5,28.55,411.1,4405.2,1715.3,21.95,289.7865,192.2129,97.5737,12.3057,3.1538,9.1519,302.0922,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.280975,0.254098,0.026877,0.2675365
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.9_ec0.1_td0.9_ed0.1,USA_FL_Orlando.Executive.AP.722053_TMY,0.9,0.1,0.9,0.1,0,0,28.55,411.1,4405.2,1715.3,21.95,385.3547,255.9683,129.3864,7.2108,1.9301,5.2807,392.5655,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.901883,0.901883,0,0.901883
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.1_ec0.1_td0.1_ed0.9,USA_FL_Orlando.Executive.AP.722053_TMY,0.1,0.1,0.1,0.9,0,0.8,28.55,411.1,4405.2,1715.3,21.95,285.5377,188.7335,96.8042,12.0839,3.0587,9.0252,297.6216,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.285257,0.245726,0.039531,0.2654915
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.9_ec0.9_td0.1_ed0.9,USA_FL_Orlando.Executive.AP.722053_TMY,0.9,0.9,0.1,0.9,0.8,0,28.55,411.1,4405.2,1715.3,21.95,286.1817,189.2275,96.9542,10.8154,2.7273,8.0881,296.9971,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.901537,0.245726,0.655811,0.5736315
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.3_ec0.3_td0.3_ed0.8,USA_FL_Orlando.Executive.AP.722053_TMY,0.3,0.3,0.3,0.8,0,0.5,28.55,411.1,4405.2,1715.3,21.95,308.7001,204.5406,104.1595,11.0662,2.8961,8.1701,319.7663,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.427877,0.409899,0.017978,0.418888
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.7_ec0.2_td0.5_ed0.9,USA_FL_Orlando.Executive.AP.722053_TMY,0.7,0.2,0.5,0.9,0.2,0.7,28.55,411.1,4405.2,1715.3,21.95,329.8357,218.8651,110.9706,8.9981,2.3497,6.6484,338.8338,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.741935,0.570103,0.171832,0.656019
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.7_ec0.5_td0.3_ed0.8,USA_FL_Orlando.Executive.AP.722053_TMY,0.7,0.5,0.3,0.8,0.4,0.3,28.55,411.1,4405.2,1715.3,21.95,309.066,204.8205,104.2455,10.0534,2.6053,7.4481,319.1194,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.738268,0.409899,0.328369,0.5740835
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.9_ec0.1_td0.1_ed0.1,USA_FL_Orlando.Executive.AP.722053_TMY,0.9,0.1,0.1,0.1,0.8,0,28.55,411.1,4405.2,1715.3,21.95,310.1332,208.8264,101.3068,9.1572,2.3557,6.8015,319.2904,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.901883,0.285257,0.616626,0.59357
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.7_ec0.2_td0.1_ed0.2,USA_FL_Orlando.Executive.AP.722053_TMY,0.7,0.2,0.1,0.2,0.6,0,28.55,411.1,4405.2,1715.3,21.95,305.6915,205.2061,100.4854,9.8654,2.5375,7.3279,315.5569,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.741935,0.280975,0.46096,0.511455
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.9_ec0.1_td0.5_ed0.8,USA_FL_Orlando.Executive.AP.722053_TMY,0.9,0.1,0.5,0.8,0.4,0.7,28.55,411.1,4405.2,1715.3,21.95,331.3166,219.9657,111.3509,8.3574,2.1803,6.1771,339.674,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.901883,0.571595,0.330288,0.736739
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.1_ec0.9_td0.1_ed0.9,USA_FL_Orlando.Executive.AP.722053_TMY,0.1,0.9,0.1,0.9,0,0,28.55,411.1,4405.2,1715.3,21.95,285.3728,188.6127,96.7601,14.3146,3.8173,10.4973,299.6874,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.245726,0.245726,0,0.245726
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.8_ec0.3_td0.5_ed0.9,USA_FL_Orlando.Executive.AP.722053_TMY,0.8,0.3,0.5,0.9,0.3,0.6,28.55,411.1,4405.2,1715.3,21.95,329.9123,218.9247,110.9876,8.9082,2.3223,6.5859,338.8205,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.820522,0.570103,0.250419,0.6953125
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.9_ec0.1_td0.9_ed0.9,USA_FL_Orlando.Executive.AP.722053_TMY,0.9,0.1,0.9,0.9,0,0.8,28.55,411.1,4405.2,1715.3,21.95,378.7839,253.0781,125.7059,7.4442,1.9736,5.4705,386.2281,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.901883,0.901537,0.000346,0.90171
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.5_ec0.6_td0.4_ed0.7,USA_FL_Orlando.Executive.AP.722053_TMY,0.5,0.6,0.4,0.7,0.1,0.1,28.55,411.1,4405.2,1715.3,21.95,321.4315,213.3251,108.1064,10.5035,2.7865,7.7169,331.935,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.575575,0.492892,0.082683,0.5342335
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.4_ec0.5_td0.3_ed0.7,USA_FL_Orlando.Executive.AP.722053_TMY,0.4,0.5,0.3,0.7,0.1,0.2,28.55,411.1,4405.2,1715.3,21.95,310.6275,206.0568,104.5707,11.0519,2.9169,8.135,321.6794,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.499023,0.413018,0.086005,0.4560205
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.6_ec0.2_td0.4_ed0.6,USA_FL_Orlando.Intl.AP.722050_TMY3,0.6,0.2,0.4,0.6,0.2,0.4,28.43,407.5,4370,1644.99,21.87,324.5121,225.5682,98.944,9.2911,2.9933,6.2978,333.8032,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.664027,0.495226,0.168801,0.5796265
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.6_ec0.3_td0.3_ed0.3,USA_FL_Orlando.Intl.AP.722050_TMY3,0.6,0.3,0.3,0.3,0.3,0,28.43,407.5,4370,1644.99,21.87,322.2228,224.9389,97.284,9.6064,3.0862,6.5202,331.8292,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.660822,0.427877,0.232945,0.5443495
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.1_ec0.1_td0.1_ed0.1,USA_FL_Orlando.Intl.AP.722050_TMY3,0.1,0.1,0.1,0.1,0,0,28.43,407.5,4370,1644.99,21.87,312.5348,220.1739,92.3609,11.1868,3.4688,7.7181,323.7216,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.285257,0.285257,0,0.285257
USA_FL_Orlando.Executive.AP.722053_TMY_tc0.2_ec0.3_td0.1_ed0.4,USA_FL_Orlando.Executive.AP.722053_TMY,0.2,0.3,0.1,0.4,0.1,0.1,28.55,411.1,4405.2,1715.3,21.95,298.0594,198.9698,99.0896,11.9595,3.1094,8.8501,310.0189,1450.17,775.03,21.95,1.1,35.6,73.91,3.95,0.350296,0.270456,0.07984,0.310376
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.9_ec0.1_td0.1_ed0.9,USA_FL_Orlando.Intl.AP.722050_TMY3,0.9,0.1,0.1,0.9,0.8,0.8,28.43,407.5,4370,1644.99,21.87,289.589,200.9511,88.6379,9.558,3.0115,6.5465,299.147,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.901883,0.245726,0.656157,0.5738045
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.9_ec0.9_td0.9_ed0.9,USA_FL_Orlando.Intl.AP.722050_TMY3,0.9,0.9,0.9,0.9,0,0,28.43,407.5,4370,1644.99,21.87,375.8388,261.6481,114.1907,8.1841,2.7165,5.4676,384.0229,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.901537,0.901537,0,0.901537
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.4_ec0.6_td0.3_ed0.7,USA_FL_Orlando.Intl.AP.722050_TMY3,0.4,0.6,0.3,0.7,0.1,0.1,28.43,407.5,4370,1644.99,21.87,312.5217,217.139,95.3827,10.9325,3.4924,7.4401,323.4542,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.495226,0.413018,0.082208,0.454122
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.8_ec0.6_td0.7_ed0.9,USA_FL_Orlando.Intl.AP.722050_TMY3,0.8,0.6,0.7,0.9,0.1,0.3,28.43,407.5,4370,1644.99,21.87,352.269,244.7584,107.5106,8.6447,2.8375,5.8072,360.9137,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.818839,0.734382,0.084457,0.7766105
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.7_ec0.2_td0.2_ed0.6,USA_FL_Orlando.Intl.AP.722050_TMY3,0.7,0.2,0.2,0.6,0.5,0.4,28.43,407.5,4370,1644.99,21.87,305.2718,212.5345,92.7373,9.6831,3.0683,6.6148,314.9549,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.741935,0.33689,0.405045,0.5394125
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.6_ec0.8_td0.2_ed0.8,USA_FL_Orlando.Intl.AP.722050_TMY3,0.6,0.8,0.2,0.8,0.4,0,28.43,407.5,4370,1644.99,21.87,300.9475,208.9844,91.9631,10.9439,3.4642,7.4797,311.8914,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.652613,0.329176,0.323437,0.4908945
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.4_ec0.4_td0.3_ed0.5,USA_FL_Orlando.Intl.AP.722050_TMY3,0.4,0.4,0.3,0.5,0.1,0.1,28.43,407.5,4370,1644.99,21.87,316.7769,220.561,96.216,10.4785,3.3488,7.1297,327.2554,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.501529,0.420223,0.081306,0.460876
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.8_ec0.6_td0.3_ed0.6,USA_FL_Orlando.Intl.AP.722050_TMY3,0.8,0.6,0.3,0.6,0.5,0,28.43,407.5,4370,1644.99,21.87,314.9138,219.0546,95.8592,9.6988,3.0974,6.6014,324.6126,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.818839,0.415561,0.403278,0.6172
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.6_ec0.4_td0.4_ed0.7,USA_FL_Orlando.Intl.AP.722050_TMY3,0.6,0.4,0.4,0.7,0.2,0.3,28.43,407.5,4370,1644.99,21.87,322.7074,224.152,98.5553,9.6624,3.1089,6.5534,332.3698,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.659248,0.492892,0.166356,0.57607
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.5_ec0.5_td0.2_ed0.7,USA_FL_Orlando.Intl.AP.722050_TMY3,0.5,0.5,0.2,0.7,0.3,0.2,28.43,407.5,4370,1644.99,21.87,302.8666,210.5648,92.3018,10.7751,3.4122,7.3629,313.6417,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.577491,0.332617,0.244874,0.455054
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.7_ec0.2_td0.5_ed0.5,USA_FL_Orlando.Intl.AP.722050_TMY3,0.7,0.2,0.5,0.5,0.2,0.3,28.43,407.5,4370,1644.99,21.87,336.3095,233.7864,102.5231,8.7474,2.8481,5.8994,345.0569,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.741935,0.577491,0.164444,0.659713
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.1_ec0.2_td0.1_ed0.7,USA_FL_Orlando.Intl.AP.722050_TMY3,0.1,0.2,0.1,0.7,0,0.5,28.43,407.5,4370,1644.99,21.87,293.1143,203.9427,89.1716,11.9527,3.6741,8.2786,305.067,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.280975,0.254098,0.026877,0.2675365
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.1_ec0.1_td0.1_ed0.9,USA_FL_Orlando.Intl.AP.722050_TMY3,0.1,0.1,0.1,0.9,0,0.8,28.43,407.5,4370,1644.99,21.87,288.958,200.4636,88.4943,11.753,3.5888,8.1642,300.711,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.285257,0.245726,0.039531,0.2654915
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.9_ec0.1_td0.9_ed0.1,USA_FL_Orlando.Intl.AP.722050_TMY3,0.9,0.1,0.9,0.1,0,0,28.43,407.5,4370,1644.99,21.87,382.1521,264.5864,117.5657,7.1388,2.4179,4.721,389.2909,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.901883,0.901883,0,0.901883
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.9_ec0.9_td0.1_ed0.9,USA_FL_Orlando.Intl.AP.722050_TMY3,0.9,0.9,0.1,0.9,0.8,0,28.43,407.5,4370,1644.99,21.87,289.5803,200.945,88.6353,10.701,3.332,7.369,300.2813,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.901537,0.245726,0.655811,0.5736315
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.3_ec0.3_td0.3_ed0.8,USA_FL_Orlando.Intl.AP.722050_TMY3,0.3,0.3,0.3,0.8,0,0.5,28.43,407.5,4370,1644.99,21.87,310.648,215.6344,95.0137,10.7774,3.4118,7.3657,321.4254,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.427877,0.409899,0.017978,0.418888
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.7_ec0.2_td0.5_ed0.9,USA_FL_Orlando.Intl.AP.722050_TMY3,0.7,0.2,0.5,0.9,0.2,0.7,28.43,407.5,4370,1644.99,21.87,330.2906,229.2187,101.0719,8.8801,2.8774,6.0027,339.1707,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.741935,0.570103,0.171832,0.656019
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.7_ec0.5_td0.3_ed0.8,USA_FL_Orlando.Intl.AP.722050_TMY3,0.7,0.5,0.3,0.8,0.4,0.3,28.43,407.5,4370,1644.99,21.87,311.0081,215.9142,95.0939,9.9103,3.1566,6.7537,320.9184,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.738268,0.409899,0.328369,0.5740835
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.9_ec0.1_td0.1_ed0.1,USA_FL_Orlando.Intl.AP.722050_TMY3,0.9,0.1,0.1,0.1,0.8,0,28.43,407.5,4370,1644.99,21.87,313.1613,220.6651,92.4962,9.1094,2.911,6.1984,322.2707,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.901883,0.285257,0.616626,0.59357
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.7_ec0.2_td0.1_ed0.2,USA_FL_Orlando.Intl.AP.722050_TMY3,0.7,0.2,0.1,0.2,0.6,0,28.43,407.5,4370,1644.99,21.87,308.7806,217.0129,91.7677,9.7584,3.0878,6.6706,318.539,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.741935,0.280975,0.46096,0.511455
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.9_ec0.1_td0.5_ed0.8,USA_FL_Orlando.Intl.AP.722050_TMY3,0.9,0.1,0.5,0.8,0.4,0.7,28.43,407.5,4370,1644.99,21.87,331.7634,230.3451,101.4184,8.303,2.7175,5.5855,340.0664,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.901883,0.571595,0.330288,0.736739
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.9_ec0.1_td0.9_ed0.9,USA_FL_Orlando.Intl.AP.722050_TMY3,0.9,0.1,0.9,0.9,0,0.8,28.43,407.5,4370,1644.99,21.87,375.8704,261.673,114.1975,7.3643,2.4733,4.8909,383.2347,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.901883,0.901537,0.000346,0.90171
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.8_ec0.3_td0.5_ed0.9,USA_FL_Orlando.Intl.AP.722050_TMY3,0.8,0.3,0.5,0.9,0.3,0.6,28.43,407.5,4370,1644.99,21.87,330.3733,229.2848,101.0885,8.8175,2.8601,5.9574,339.1908,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.820522,0.570103,0.250419,0.6953125
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.1_ec0.9_td0.1_ed0.9,USA_FL_Orlando.Intl.AP.722050_TMY3,0.1,0.9,0.1,0.9,0,0,28.43,407.5,4370,1644.99,21.87,288.8025,200.3449,88.4576,13.7687,4.326,9.4427,302.5712,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.245726,0.245726,0,0.245726
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.5_ec0.6_td0.4_ed0.7,USA_FL_Orlando.Intl.AP.722050_TMY3,0.5,0.6,0.4,0.7,0.1,0.1,28.43,407.5,4370,1644.99,21.87,322.5896,224.0599,98.5297,10.2482,3.3017,6.9465,332.8378,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.575575,0.492892,0.082683,0.5342335
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.2_ec0.3_td0.1_ed0.4,USA_FL_Orlando.Intl.AP.722050_TMY3,0.2,0.3,0.1,0.4,0.1,0.1,28.43,407.5,4370,1644.99,21.87,301.2428,210.7251,90.5177,11.6291,3.6255,8.0036,312.8719,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.350296,0.270456,0.07984,0.310376
USA_FL_Orlando.Intl.AP.722050_TMY3_tc0.4_ec0.5_td0.3_ed0.7,USA_FL_Orlando.Intl.AP.722050_TMY3,0.4,0.5,0.3,0.7,0.1,0.2,28.43,407.5,4370,1644.99,21.87,312.5328,217.1477,95.3851,10.7648,3.434,7.3308,323.2976,1421.16,743.68,21.87,0,35.6,77.06,3.65,0.499023,0.413018,0.086005,0.4560205
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.6_ec0.2_td0.4_ed0.6,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.6,0.2,0.4,0.6,0.2,0.4,27.77,278.3,4797,1803.27,23.11,387.4707,248.3364,139.1343,3.2794,1.2383,2.0411,390.7501,1729.64,694.56,23.11,1.6,34,75.36,4,0.664027,0.495226,0.168801,0.5796265
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.6_ec0.3_td0.3_ed0.3,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.6,0.3,0.3,0.3,0.3,0,27.77,278.3,4797,1803.27,23.11,384.7521,247.8645,136.8876,3.4236,1.2894,2.1342,388.1757,1729.64,694.56,23.11,1.6,34,75.36,4,0.660822,0.427877,0.232945,0.5443495
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.1_ec0.1_td0.1_ed0.1,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.1,0.1,0.1,0.1,0,0,27.77,278.3,4797,1803.27,23.11,374.3413,243.3365,131.0048,4.4442,1.6395,2.8047,378.7855,1729.64,694.56,23.11,1.6,34,75.36,4,0.285257,0.285257,0,0.285257
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.9_ec0.1_td0.1_ed0.9,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.9,0.1,0.1,0.9,0.8,0.8,27.77,278.3,4797,1803.27,23.11,349.5982,222.2046,127.3935,3.3485,1.2239,2.1246,352.9467,1729.64,694.56,23.11,1.6,34,75.36,4,0.901883,0.245726,0.656157,0.5738045
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.4_ec0.6_td0.3_ed0.7,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.4,0.6,0.3,0.7,0.1,0.1,27.77,278.3,4797,1803.27,23.11,374.6673,239.5411,135.1262,4.1668,1.5705,2.5963,378.8341,1729.64,694.56,23.11,1.6,34,75.36,4,0.495226,0.413018,0.082208,0.454122
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.6_ec0.8_td0.2_ed0.8,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.6,0.8,0.2,0.8,0.4,0,27.77,278.3,4797,1803.27,23.11,362.0616,230.8463,131.2154,4.0833,1.5149,2.5684,366.1449,1729.64,694.56,23.11,1.6,34,75.36,4,0.652613,0.329176,0.323437,0.4908945
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.7_ec0.2_td0.2_ed0.6,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.7,0.2,0.2,0.6,0.5,0.4,27.77,278.3,4797,1803.27,23.11,366.5427,234.6222,131.9205,3.434,1.2728,2.1612,369.9767,1729.64,694.56,23.11,1.6,34,75.36,4,0.741935,0.33689,0.405045,0.5394125
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.8_ec0.6_td0.7_ed0.9,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.8,0.6,0.7,0.9,0.1,0.3,27.77,278.3,4797,1803.27,23.11,417.4861,268.1818,149.3043,2.8674,1.1078,1.7596,420.3535,1729.64,694.56,23.11,1.6,34,75.36,4,0.818839,0.734382,0.084457,0.7766105
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.9_ec0.9_td0.9_ed0.9,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.9,0.9,0.9,0.9,0,0,27.77,278.3,4797,1803.27,23.11,442.7802,285.7458,157.0344,2.6052,1.0224,1.5828,445.3854,1729.64,694.56,23.11,1.6,34,75.36,4,0.901537,0.901537,0,0.901537
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.4_ec0.4_td0.3_ed0.5,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.4,0.4,0.3,0.5,0.1,0.1,27.77,278.3,4797,1803.27,23.11,379.1338,243.2317,135.902,3.9464,1.4851,2.4613,383.0802,1729.64,694.56,23.11,1.6,34,75.36,4,0.501529,0.420223,0.081306,0.460876
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.8_ec0.6_td0.3_ed0.6,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.8,0.6,0.3,0.6,0.5,0,27.77,278.3,4797,1803.27,23.11,376.9653,241.4371,135.5282,3.3612,1.2616,2.0996,380.3265,1729.64,694.56,23.11,1.6,34,75.36,4,0.818839,0.415561,0.403278,0.6172
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.6_ec0.4_td0.4_ed0.7,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.6,0.4,0.4,0.7,0.2,0.3,27.77,278.3,4797,1803.27,23.11,385.5822,246.8078,138.7744,3.4519,1.3034,2.1485,389.0341,1729.64,694.56,23.11,1.6,34,75.36,4,0.659248,0.492892,0.166356,0.57607
USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_tc0.5_ec0.5_td0.2_ed0.7,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,0.5,0.5,0.2,0.7,0.3,0.2,27.77,278.3,4797,1803.27,23.11,364.1328,232.5974,131.5353,4.0667,1.5094,2.5573,368.1995,1729.64,694.56,23.11,1.6,34,75.36,4,0.577491,0.332617,0.244874,0.455054
