task_id,City,T_clear,E_clear,T_dark,E_dark,Delta_T,Delta_E,latitude,hdd,cdd,ghi,t_ave,C_Total_GJ,C_Day_GJ,C_Night_GJ,H_Total_GJ,H_Day_GJ,H_Night_GJ,Total_HVAC_GJ,Annual_DNI_kWhm2,Annual_DHI_kWhm2,t_avg,t_min,t_max,avg_rh,avg_ws,shgc_clear,shgc_dark,Delta_SHGC,Ave_SHGC
CHN_Heilongjiang.Mohe.501360_CSWD_tc0.8_ec0.3_td0.5_ed0.9,CHN_Heilongjiang.Mohe.501360_CSWD,0.8,0.3,0.5,0.9,0.3,0.6,52.97,8088.4,843.5,1222.55,-3.51,58.1375,50.5646,7.5728,1108.323,436.378,671.9449,1166.4605,1229.38,506.79,-3.51,-45.7,33.2,78.91,1.83,0.820522,0.570103,0.250419,0.6953125
CHN_Heilongjiang.Mohe.501360_CSWD_tc0.1_ec0.9_td0.1_ed0.9,CHN_Heilongjiang.Mohe.501360_CSWD,0.1,0.9,0.1,0.9,0,0,52.97,8088.4,843.5,1222.55,-3.51,42.7745,37.636,5.1385,1215.7637,489.7348,726.0289,1258.5382,1229.38,506.79,-3.51,-45.7,33.2,78.91,1.83,0.245726,0.245726,0,0.245726
CHN_Heilongjiang.Mohe.501360_CSWD_tc0.5_ec0.6_td0.4_ed0.7,CHN_Heilongjiang.Mohe.501360_CSWD,0.5,0.6,0.4,0.7,0.1,0.1,52.97,8088.4,843.5,1222.55,-3.51,54.8546,47.7933,7.0613,1148.8105,457.0161,691.7944,1203.6651,1229.38,506.79,-3.51,-45.7,33.2,78.91,1.83,0.575575,0.492892,0.082683,0.5342335
CHN_Heilongjiang.Mohe.501360_CSWD_tc0.2_ec0.3_td0.1_ed0.4,CHN_Heilongjiang.Mohe.501360_CSWD,0.2,0.3,0.1,0.4,0.1,0.1,52.97,8088.4,843.5,1222.55,-3.51,48.6453,42.8566,5.7887,1165.2023,464.7986,700.4037,1213.8476,1229.38,506.79,-3.51,-45.7,33.2,78.91,1.83,0.350296,0.270456,0.07984,0.310376
CHN_Heilongjiang.Mohe.501360_CSWD_tc0.4_ec0.5_td0.3_ed0.7,CHN_Heilongjiang.Mohe.501360_CSWD,0.4,0.5,0.3,0.7,0.1,0.2,52.97,8088.4,843.5,1222.55,-3.51,51.4786,44.993,6.4856,1157.5443,461.1787,696.3656,1209.0229,1229.38,506.79,-3.51,-45.7,33.2,78.91,1.83,0.499023,0.413018,0.086005,0.4560205
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.6_ec0.3_td0.3_ed0.3,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.6,0.3,0.3,0.3,0.3,0,49.17,6735.3,1114.3,1304.54,0.33,69.2647,55.7211,13.5437,1012.5199,381.25,631.2699,1081.7846,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.660822,0.427877,0.232945,0.5443495
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.1_ec0.1_td0.1_ed0.1,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.1,0.1,0.1,0.1,0,0,49.17,6735.3,1114.3,1304.54,0.33,65.5686,53.281,12.2877,1049.1568,398.0458,651.111,1114.7254,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.285257,0.285257,0,0.285257
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.6_ec0.2_td0.4_ed0.6,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.6,0.2,0.4,0.6,0.2,0.4,49.17,6735.3,1114.3,1304.54,0.33,69.3222,55.5195,13.8026,1010.9319,379.9911,630.9408,1080.2541,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.664027,0.495226,0.168801,0.5796265
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.9_ec0.1_td0.1_ed0.9,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.9,0.1,0.1,0.9,0.8,0.8,49.17,6735.3,1114.3,1304.54,0.33,57.537,46.2524,11.2845,994.8057,371.6769,623.1288,1052.3427,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.901883,0.245726,0.656157,0.5738045
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.4_ec0.6_td0.3_ed0.7,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.4,0.6,0.3,0.7,0.1,0.1,49.17,6735.3,1114.3,1304.54,0.33,64.059,51.3519,12.7071,1054.5697,401.0633,653.5064,1118.6287,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.495226,0.413018,0.082208,0.454122
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.9_ec0.9_td0.9_ed0.9,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.9,0.9,0.9,0.9,0,0,49.17,6735.3,1114.3,1304.54,0.33,88.466,70.6571,17.8089,994.6485,373.2383,621.4102,1083.1145,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.901537,0.901537,0,0.901537
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.8_ec0.6_td0.7_ed0.9,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.8,0.6,0.7,0.9,0.1,0.3,49.17,6735.3,1114.3,1304.54,0.33,79.4437,63.4734,15.9702,1002.7006,376.53,626.1705,1082.1443,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.818839,0.734382,0.084457,0.7766105
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.7_ec0.2_td0.2_ed0.6,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.7,0.2,0.2,0.6,0.5,0.4,49.17,6735.3,1114.3,1304.54,0.33,62.8591,50.5642,12.2949,1008.1097,378.2535,629.8562,1070.9688,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.741935,0.33689,0.405045,0.5394125
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.6_ec0.8_td0.2_ed0.8,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.6,0.8,0.2,0.8,0.4,0,49.17,6735.3,1114.3,1304.54,0.33,60.4283,48.513,11.9154,1044.1592,395.4238,648.7354,1104.5875,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.652613,0.329176,0.323437,0.4908945
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.4_ec0.4_td0.3_ed0.5,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.4,0.4,0.3,0.5,0.1,0.1,49.17,6735.3,1114.3,1304.54,0.33,66.1044,53.0692,13.0353,1042.2075,395.1053,647.1022,1108.3119,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.501529,0.420223,0.081306,0.460876
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.8_ec0.6_td0.3_ed0.6,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.8,0.6,0.3,0.6,0.5,0,49.17,6735.3,1114.3,1304.54,0.33,66.3626,53.2751,13.0875,1011.5865,380.3329,631.2536,1077.9491,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.818839,0.415561,0.403278,0.6172
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.6_ec0.4_td0.4_ed0.7,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.6,0.4,0.4,0.7,0.2,0.3,49.17,6735.3,1114.3,1304.54,0.33,68.3509,54.7203,13.6305,1021.7076,385.0683,636.6393,1090.0585,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.659248,0.492892,0.166356,0.57607
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.5_ec0.5_td0.2_ed0.7,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.5,0.5,0.2,0.7,0.3,0.2,49.17,6735.3,1114.3,1304.54,0.33,61.1008,49.0895,12.0113,1042.6565,394.8105,647.846,1103.7573,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.577491,0.332617,0.244874,0.455054
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.7_ec0.2_td0.5_ed0.5,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.7,0.2,0.5,0.5,0.2,0.3,49.17,6735.3,1114.3,1304.54,0.33,74.1461,59.3109,14.8352,996.5069,373.7501,622.7567,1070.653,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.741935,0.577491,0.164444,0.659713
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.1_ec0.2_td0.1_ed0.7,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.1,0.2,0.1,0.7,0,0.5,49.17,6735.3,1114.3,1304.54,0.33,57.0304,45.9102,11.1201,1070.4962,407.5182,662.978,1127.5266,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.280975,0.254098,0.026877,0.2675365
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.9_ec0.1_td0.9_ed0.1,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.9,0.1,0.9,0.1,0,0,49.17,6735.3,1114.3,1304.54,0.33,93.2788,73.9463,19.3325,953.1006,355.9215,597.1791,1046.3794,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.901883,0.901883,0,0.901883
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.1_ec0.1_td0.1_ed0.9,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.1,0.1,0.1,0.9,0,0.8,49.17,6735.3,1114.3,1304.54,0.33,55.3799,44.4734,10.9065,1066.8127,404.9073,661.9054,1122.1926,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.285257,0.245726,0.039531,0.2654915
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.9_ec0.9_td0.1_ed0.9,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.9,0.9,0.1,0.9,0.8,0,49.17,6735.3,1114.3,1304.54,0.33,57.354,46.1132,11.2408,1022.8855,384.5497,638.3358,1080.2395,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.901537,0.245726,0.655811,0.5736315
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.3_ec0.3_td0.3_ed0.8,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.3,0.3,0.3,0.8,0,0.5,49.17,6735.3,1114.3,1304.54,0.33,63.119,50.5554,12.5636,1052.6994,399.4194,653.28,1115.8184,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.427877,0.409899,0.017978,0.418888
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.7_ec0.5_td0.3_ed0.8,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.7,0.5,0.3,0.8,0.4,0.3,49.17,6735.3,1114.3,1304.54,0.33,64.2936,51.5337,12.7598,1020.7762,384.2018,636.5744,1085.0698,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.738268,0.409899,0.328369,0.5740835
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.7_ec0.2_td0.5_ed0.9,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.7,0.2,0.5,0.9,0.2,0.7,49.17,6735.3,1114.3,1304.54,0.33,71.1443,56.879,14.2653,1002.869,376.0314,626.8376,1074.0133,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.741935,0.570103,0.171832,0.656019
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.7_ec0.2_td0.1_ed0.2,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.7,0.2,0.1,0.2,0.6,0,49.17,6735.3,1114.3,1304.54,0.33,65.3819,53.0682,12.3138,1001.9383,376.0156,625.9227,1067.3202,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.741935,0.280975,0.46096,0.511455
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.9_ec0.1_td0.1_ed0.1,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.9,0.1,0.1,0.1,0.8,0,49.17,6735.3,1114.3,1304.54,0.33,67.991,55.302,12.689,977.7181,365.324,612.394,1045.7091,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.901883,0.285257,0.616626,0.59357
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.9_ec0.1_td0.5_ed0.8,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.9,0.1,0.5,0.8,0.4,0.7,49.17,6735.3,1114.3,1304.54,0.33,72.5321,58.0216,14.5104,979.7492,365.8248,613.9244,1052.2813,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.901883,0.571595,0.330288,0.736739
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.8_ec0.3_td0.5_ed0.9,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.8,0.3,0.5,0.9,0.3,0.6,49.17,6735.3,1114.3,1304.54,0.33,71.4516,57.1395,14.312,998.2381,374.0663,624.1718,1069.6897,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.820522,0.570103,0.250419,0.6953125
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.9_ec0.1_td0.9_ed0.9,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.9,0.1,0.9,0.9,0,0.8,49.17,6735.3,1114.3,1304.54,0.33,88.8214,70.9456,17.8758,966.2053,360.3577,605.8477,1055.0267,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.901883,0.901537,0.000346,0.90171
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.1_ec0.9_td0.1_ed0.9,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.1,0.9,0.1,0.9,0,0,49.17,6735.3,1114.3,1304.54,0.33,54.7511,43.9738,10.7773,1107.2081,427.3628,679.8453,1161.9592,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.245726,0.245726,0,0.245726
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.2_ec0.3_td0.1_ed0.4,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.2,0.3,0.1,0.4,0.1,0.1,49.17,6735.3,1114.3,1304.54,0.33,60.6691,49.0512,11.618,1060.7331,403.733,657.0001,1121.4022,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.350296,0.270456,0.07984,0.310376
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.5_ec0.6_td0.4_ed0.7,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.5,0.6,0.4,0.7,0.1,0.1,49.17,6735.3,1114.3,1304.54,0.33,67.8953,54.3448,13.5505,1040.5778,394.3018,646.276,1108.4731,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.575575,0.492892,0.082683,0.5342335
CHN_Heilongjiang.Nenjiang.505570_CSWD_tc0.4_ec0.5_td0.3_ed0.7,CHN_Heilongjiang.Nenjiang.505570_CSWD,0.4,0.5,0.3,0.7,0.1,0.2,49.17,6735.3,1114.3,1304.54,0.33,64.1178,51.3989,12.7189,1050.418,398.8698,651.5482,1114.5358,1550.3,431.14,0.33,-38.4,36,66.09,3.2,0.499023,0.413018,0.086005,0.4560205
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.6_ec0.3_td0.3_ed0.3,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.6,0.3,0.3,0.3,0.3,0,47.38,5435.4,1460.6,1361.6,4.38,93.9233,71.6753,22.248,890.1837,330.6265,559.5572,984.107,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.660822,0.427877,0.232945,0.5443495
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.6_ec0.2_td0.4_ed0.6,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.6,0.2,0.4,0.6,0.2,0.4,47.38,5435.4,1460.6,1361.6,4.38,94.0729,71.4313,22.6416,886.9469,328.6445,558.3023,981.0198,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.664027,0.495226,0.168801,0.5796265
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.9_ec0.1_td0.1_ed0.9,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.9,0.1,0.1,0.9,0.8,0.8,47.38,5435.4,1460.6,1361.6,4.38,80.4461,60.9748,19.4713,867.2543,319.1495,548.1047,947.7004,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.901883,0.245726,0.656157,0.5738045
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.1_ec0.1_td0.1_ed0.1,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.1,0.1,0.1,0.1,0,0,47.38,5435.4,1460.6,1361.6,4.38,89.9272,69.2882,20.639,927.8188,347.2338,580.585,1017.746,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.285257,0.285257,0,0.285257
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.9_ec0.9_td0.9_ed0.9,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.9,0.9,0.9,0.9,0,0,47.38,5435.4,1460.6,1361.6,4.38,115.8805,88.163,27.7176,870.6286,322.1626,548.4659,986.5091,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.901537,0.901537,0,0.901537
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.4_ec0.6_td0.3_ed0.7,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.4,0.6,0.3,0.7,0.1,0.1,47.38,5435.4,1460.6,1361.6,4.38,88.3202,67.0065,21.3137,935.6627,352.0399,583.6228,1023.9829,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.495226,0.413018,0.082208,0.454122
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.8_ec0.6_td0.7_ed0.9,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.8,0.6,0.7,0.9,0.1,0.3,47.38,5435.4,1460.6,1361.6,4.38,105.6375,80.2143,25.4232,878.617,325.3406,553.2764,984.2545,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.818839,0.734382,0.084457,0.7766105
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.7_ec0.2_td0.2_ed0.6,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.7,0.2,0.2,0.6,0.5,0.4,47.38,5435.4,1460.6,1361.6,4.38,86.6092,65.8823,20.727,883.7657,326.7186,557.0471,970.3749,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.741935,0.33689,0.405045,0.5394125
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.6_ec0.8_td0.2_ed0.8,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.6,0.8,0.2,0.8,0.4,0,47.38,5435.4,1460.6,1361.6,4.38,84.0656,63.7532,20.3123,925.4285,346.6637,578.7648,1009.4941,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.652613,0.329176,0.323437,0.4908945
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.4_ec0.4_td0.3_ed0.5,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.4,0.4,0.3,0.5,0.1,0.1,47.38,5435.4,1460.6,1361.6,4.38,90.5625,68.8826,21.6798,921.8891,345.4683,576.4208,1012.4516,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.501529,0.420223,0.081306,0.460876
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.8_ec0.6_td0.3_ed0.6,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.8,0.6,0.3,0.6,0.5,0,47.38,5435.4,1460.6,1361.6,4.38,90.5794,68.8458,21.7336,889.3223,329.7971,559.5252,979.9017,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.818839,0.415561,0.403278,0.6172
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.6_ec0.4_td0.4_ed0.7,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.6,0.4,0.4,0.7,0.2,0.3,47.38,5435.4,1460.6,1361.6,4.38,93.0392,70.5834,22.4558,899.7229,334.7087,565.0142,992.7621,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.659248,0.492892,0.166356,0.57607
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.5_ec0.5_td0.2_ed0.7,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.5,0.5,0.2,0.7,0.3,0.2,47.38,5435.4,1460.6,1361.6,4.38,84.8472,64.4289,20.4183,922.711,345.4395,577.2714,1007.5582,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.577491,0.332617,0.244874,0.455054
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.7_ec0.2_td0.5_ed0.5,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.7,0.2,0.5,0.5,0.2,0.3,47.38,5435.4,1460.6,1361.6,4.38,99.4637,75.558,23.9057,871.1035,321.826,549.2775,970.5672,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.741935,0.577491,0.164444,0.659713
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.9_ec0.1_td0.9_ed0.1,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.9,0.1,0.9,0.1,0,0,47.38,5435.4,1460.6,1361.6,4.38,120.8262,91.4359,29.3903,825.0525,303.0788,521.9737,945.8787,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.901883,0.901883,0,0.901883
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.1_ec0.2_td0.1_ed0.7,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.1,0.2,0.1,0.7,0,0.5,47.38,5435.4,1460.6,1361.6,4.38,80.3518,61.0576,19.2943,950.3991,357.0633,593.3358,1030.7509,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.280975,0.254098,0.026877,0.2675365
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.1_ec0.1_td0.1_ed0.9,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.1,0.1,0.1,0.9,0,0.8,47.38,5435.4,1460.6,1361.6,4.38,78.4782,59.4311,19.0471,945.7703,354.0284,591.742,1024.2485,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.285257,0.245726,0.039531,0.2654915
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.9_ec0.9_td0.1_ed0.9,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.9,0.9,0.1,0.9,0.8,0,47.38,5435.4,1460.6,1361.6,4.38,80.3057,60.8742,19.4315,902.1467,334.7699,567.3768,982.4524,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.901537,0.245726,0.655811,0.5736315
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.3_ec0.3_td0.3_ed0.8,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.3,0.3,0.3,0.8,0,0.5,47.38,5435.4,1460.6,1361.6,4.38,87.2958,66.1462,21.1495,931.8953,349.3651,582.5301,1019.1911,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.427877,0.409899,0.017978,0.418888
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.7_ec0.2_td0.5_ed0.9,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.7,0.2,0.5,0.9,0.2,0.7,47.38,5435.4,1460.6,1361.6,4.38,96.1729,72.8949,23.278,877.3069,324.03,553.2769,973.4798,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.741935,0.570103,0.171832,0.656019
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.7_ec0.5_td0.3_ed0.8,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.7,0.5,0.3,0.8,0.4,0.3,47.38,5435.4,1460.6,1361.6,4.38,88.3546,66.9865,21.3682,898.8195,333.8334,564.9861,987.1741,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.738268,0.409899,0.328369,0.5740835
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.9_ec0.1_td0.1_ed0.1,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.9,0.1,0.1,0.1,0.8,0,47.38,5435.4,1460.6,1361.6,4.38,92.1243,71.046,21.0783,851.225,313.1256,538.0994,943.3493,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.901883,0.285257,0.616626,0.59357
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.7_ec0.2_td0.1_ed0.2,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.7,0.2,0.1,0.2,0.6,0,47.38,5435.4,1460.6,1361.6,4.38,89.3573,68.7008,20.6565,878.0052,324.6027,553.4026,967.3625,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.741935,0.280975,0.46096,0.511455
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.9_ec0.1_td0.5_ed0.8,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.9,0.1,0.5,0.8,0.4,0.7,47.38,5435.4,1460.6,1361.6,4.38,97.5378,73.9931,23.5447,851.658,313.0929,538.5651,949.1958,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.901883,0.571595,0.330288,0.736739
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.9_ec0.1_td0.9_ed0.9,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.9,0.1,0.9,0.9,0,0.8,47.38,5435.4,1460.6,1361.6,4.38,116.1814,88.3992,27.7822,837.4274,307.281,530.1465,953.6088,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.901883,0.901537,0.000346,0.90171
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.1_ec0.9_td0.1_ed0.9,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.1,0.9,0.1,0.9,0,0,47.38,5435.4,1460.6,1361.6,4.38,77.9171,59.0074,18.9097,994.0324,379.7514,614.281,1071.9495,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.245726,0.245726,0,0.245726
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.8_ec0.3_td0.5_ed0.9,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.8,0.3,0.5,0.9,0.3,0.6,47.38,5435.4,1460.6,1361.6,4.38,96.4461,73.116,23.3301,872.7146,322.1338,550.5808,969.1607,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.820522,0.570103,0.250419,0.6953125
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.5_ec0.6_td0.4_ed0.7,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.5,0.6,0.4,0.7,0.1,0.1,47.38,5435.4,1460.6,1361.6,4.38,92.6323,70.262,22.3703,920.7205,345.027,575.6935,1013.3528,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.575575,0.492892,0.082683,0.5342335
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.2_ec0.3_td0.1_ed0.4,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.2,0.3,0.1,0.4,0.1,0.1,47.38,5435.4,1460.6,1361.6,4.38,84.3997,64.5336,19.8661,941.2387,353.8695,587.3692,1025.6384,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.350296,0.270456,0.07984,0.310376
CHN_Heilongjiang.Shangzhi.509680_CSWD_tc0.6_ec0.3_td0.3_ed0.3,CHN_Heilongjiang.Shangzhi.509680_CSWD,0.6,0.3,0.3,0.3,0.3,0,45.22,5810.7,1257.6,1279.21,3.04,76.107,58.7432,17.3638,930.1578,353.3628,576.795,1006.2648,1259.07,515.93,3.04,-35.7,31.4,76.89,2.82,0.660822,0.427877,0.232945,0.5443495
CHN_Heilongjiang.Qiqihar.507450_CSWD_tc0.4_ec0.5_td0.3_ed0.7,CHN_Heilongjiang.Qiqihar.507450_CSWD,0.4,0.5,0.3,0.7,0.1,0.2,47.38,5435.4,1460.6,1361.6,4.38,88.3698,67.0445,21.3253,930.7631,349.5529,581.2102,1019.1329,1551,461.93,4.38,-28.8,35.3,57.75,2.98,0.499023,0.413018,0.086005,0.4560205
